Confirmation Number, Order Number, Trade Date, Buy / Sell, Stock Code, Units, Average Price, Brokerage, Net Proceeds, Settlement Date, Contract Status
24260055,Unk-24260055,26/03/2007,B,GSEO,110000,.088364,29.950000,9749.950000,29/03/2007,Confirmed
24257383,Unk-24257383,26/03/2007,S,DYL,24000,.415000,29.950000,9930.050000,29/03/2007,Confirmed
24256531,Unk-24256531,26/03/2007,S,GSEO,130000,.081000,32.640000,10497.360000,29/03/2007,Confirmed
24255666,Unk-24255666,26/03/2007,S,GSE,83000,.125000,32.160000,10342.840000,29/03/2007,Confirmed
24255541,Unk-24255541,26/03/2007,S,MLS,150000,.067000,31.150000,10018.850000,29/03/2007,Confirmed
24252738,Unk-24252738,26/03/2007,S,GGY,90000,.130667,36.450000,11723.550000,29/03/2007,Confirmed
24252326,Unk-24252326,26/03/2007,S,GGY,76500,.115000,29.950000,8767.550000,29/03/2007,Confirmed
24251303,Unk-24251303,26/03/2007,B,GGY,76500,.130000,29.950000,9974.950000,29/03/2007,Confirmed
24251195,Unk-24251195,26/03/2007,B,DYL,24000,.415000,29.950000,9989.950000,29/03/2007,Confirmed
24249345,Unk-24249345,26/03/2007,B,GGY,90000,.110000,29.950000,9929.950000,29/03/2007,Confirmed
24242827,Unk-24242827,23/03/2007,S,DYL,24000,.405000,29.950000,9690.050000,28/03/2007,Confirmed
24233502,Unk-24233502,23/03/2007,B,DYL,24000,.410000,29.950000,9869.950000,28/03/2007,Confirmed
24232691,Unk-24232691,23/03/2007,B,MLS,150000,.064000,29.950000,9629.950000,28/03/2007,Confirmed
24232328,Unk-24232328,23/03/2007,S,GGY,116000,.087000,31.280000,10060.720000,28/03/2007,Confirmed
24231948,Unk-24231948,23/03/2007,B,GGY,116000,.086000,29.950000,10005.950000,28/03/2007,Confirmed
24216723,Unk-24216723,22/03/2007,B,GSEO,130000,.075000,29.950000,9779.950000,27/03/2007,Confirmed
24213363,Unk-24213363,22/03/2007,B,WMT,36000,.275000,29.950000,9929.950000,27/03/2007,Confirmed
24208760,Unk-24208760,22/03/2007,S,WMT,37500,.255000,29.950000,9532.550000,27/03/2007,Confirmed
24208594,Unk-24208594,22/03/2007,S,AGS,5700,1.749909,29.950000,9944.530000,27/03/2007,Confirmed
24199216,Unk-24199216,21/03/2007,S,DYL,25000,.390000,29.950000,9720.050000,26/03/2007,Confirmed
24198866,Unk-24198866,21/03/2007,B,APG,66000,.150000,29.950000,9929.950000,26/03/2007,Confirmed
24197621,Unk-24197621,21/03/2007,B,DYL,25000,.395000,29.950000,9904.950000,26/03/2007,Confirmed
24190151,Unk-24190151,21/03/2007,B,APG,71000,.140000,29.950000,9969.950000,26/03/2007,Confirmed
24189822,Unk-24189822,21/03/2007,B,GSE,83000,.120000,29.950000,9989.950000,26/03/2007,Confirmed
24188419,Unk-24188419,21/03/2007,B,WMT,37500,.265000,29.950000,9967.450000,26/03/2007,Confirmed
24180087,Unk-24180087,20/03/2007,B,AGS,5900,1.670000,29.950000,9882.950000,23/03/2007,Confirmed
24172320,Unk-24172320,20/03/2007,S,GSE,90000,.110000,29.950000,9870.050000,23/03/2007,Confirmed
24172235,Unk-24172235,20/03/2007,S,APG,124000,.140000,53.810000,17306.190000,23/03/2007,Confirmed
24171685,Unk-24171685,20/03/2007,B,GSE,90000,.110000,29.950000,9929.950000,23/03/2007,Confirmed
24155165,Unk-24155165,19/03/2007,B,APG,64000,.155000,29.950000,9949.950000,22/03/2007,Confirmed
24143195,Unk-24143195,16/03/2007,S,GGY,130000,.076000,29.950000,9850.050000,21/03/2007,Confirmed
24139118,Unk-24139118,16/03/2007,B,APG,60000,.165000,29.950000,9929.950000,21/03/2007,Confirmed
24137825,Unk-24137825,16/03/2007,B,GGY,130000,.075000,29.950000,9779.950000,21/03/2007,Confirmed
24137452,Unk-24137452,16/03/2007,S,APG,120000,.170000,63.240000,20336.760000,21/03/2007,Confirmed
24134903,Unk-24134903,16/03/2007,S,WMT,40000,.245000,29.950000,9770.050000,21/03/2007,Confirmed
24133848,Unk-24133848,16/03/2007,B,APG,60000,.165000,29.950000,9929.950000,21/03/2007,Confirmed
24128353,Unk-24128353,15/03/2007,B,WMT,40000,.245000,29.950000,9829.950000,20/03/2007,Confirmed
24125432,Unk-24125432,15/03/2007,B,APG,60000,.165000,29.950000,9929.950000,20/03/2007,Confirmed
24116065,Unk-24116065,15/03/2007,S,WMT,77000,.255000,60.860000,19574.140000,20/03/2007,Confirmed
24097384,Unk-24097384,14/03/2007,S,RMI,260000,.036404,29.950000,9435.050000,19/03/2007,Confirmed
24088427,Unk-24088427,13/03/2007,B,WMT,40000,.240000,29.950000,9629.950000,16/03/2007,Confirmed
24083691,Unk-24083691,13/03/2007,B,RMG,499000,.020000,29.950000,10009.950000,16/03/2007,Confirmed
24075088,Unk-24075088,13/03/2007,S,AGS,6000,1.725000,32.090000,10317.910000,16/03/2007,Confirmed
24069300,Unk-24069300,12/03/2007,B,WMT,37000,.270000,29.950000,10019.950000,15/03/2007,Confirmed
24064478,Unk-24064478,12/03/2007,S,WMT,39000,.255000,29.950000,9915.050000,15/03/2007,Confirmed
24064232,Unk-24064232,12/03/2007,B,WMT,39000,.255000,29.950000,9974.950000,15/03/2007,Confirmed
24059132,Unk-24059132,12/03/2007,S,DYL,26000,.360000,29.950000,9330.050000,15/03/2007,Confirmed
24028239,Unk-24028239,08/03/2007,B,AGS,6100,1.635000,29.950000,10003.450000,14/03/2007,Confirmed
24027821,Unk-24027821,08/03/2007,B,RMI,260000,.038000,29.950000,9909.950000,14/03/2007,Confirmed
24019448,Unk-24019448,08/03/2007,B,DYL,26000,.380000,29.950000,9909.950000,14/03/2007,Confirmed
24010627,Unk-24010627,07/03/2007,S,URAO,25000,.380000,29.950000,9470.050000,13/03/2007,Confirmed
24006452,Unk-24006452,07/03/2007,S,WMT,33000,.280000,29.950000,9210.050000,13/03/2007,Confirmed
24006063,Unk-24006063,07/03/2007,B,WMT,33000,.295000,29.950000,9764.950000,13/03/2007,Confirmed
24005724,Unk-24005724,07/03/2007,S,WMT,33000,.300000,29.950000,9870.050000,13/03/2007,Confirmed
24005523,Unk-24005523,07/03/2007,S,APG,52000,.180000,29.950000,9330.050000,13/03/2007,Confirmed
24004641,Unk-24004641,07/03/2007,B,WMT,33000,.300000,29.950000,9929.950000,13/03/2007,Confirmed
24004311,Unk-24004311,07/03/2007,S,CBH,17500,.570000,29.950000,9945.050000,13/03/2007,Confirmed
24002566,Unk-24002566,07/03/2007,S,DYL,25000,.390000,29.950000,9720.050000,13/03/2007,Confirmed
24002128,Unk-24002128,07/03/2007,B,URAO,25000,.395000,29.950000,9904.950000,13/03/2007,Confirmed
24002123,Unk-24002123,07/03/2007,B,CBH,17500,.565000,29.950000,9917.450000,13/03/2007,Confirmed
23998834,Unk-23998834,07/03/2007,S,WMT,39500,.295000,36.120000,11616.380000,13/03/2007,Confirmed
23998281,Unk-23998281,07/03/2007,B,DYL,25000,.390000,29.950000,9779.950000,13/03/2007,Confirmed
23998093,Unk-23998093,07/03/2007,B,APG,52000,.190000,29.950000,9909.950000,13/03/2007,Confirmed
23991680,Unk-23991680,06/03/2007,B,WMT,39500,.250000,29.950000,9904.950000,09/03/2007,Confirmed
23990881,Unk-23990881,06/03/2007,S,GGY,148000,.066000,29.950000,9738.050000,09/03/2007,Confirmed
23984682,Unk-23984682,06/03/2007,S,INL,54000,.190000,31.800000,10228.200000,09/03/2007,Confirmed
23983583,Unk-23983583,06/03/2007,B,GGY,148000,.067000,29.950000,9945.950000,09/03/2007,Confirmed
23982768,Unk-23982768,06/03/2007,S,APG,48000,.185000,29.950000,8850.050000,09/03/2007,Confirmed
23981703,Unk-23981703,06/03/2007,S,AGS,6400,1.580078,31.350000,10081.150000,09/03/2007,Confirmed
23981624,Unk-23981624,06/03/2007,B,APG,48000,.200000,29.950000,9629.950000,09/03/2007,Confirmed
23980048,Unk-23980048,06/03/2007,S,APG,60000,.190000,35.340000,11364.660000,09/03/2007,Confirmed
23974699,Unk-23974699,06/03/2007,S,MLS,160000,.063000,31.250000,10048.750000,09/03/2007,Confirmed
23973046,Unk-23973046,06/03/2007,B,MLS,160000,.061000,29.950000,9789.950000,09/03/2007,Confirmed
23971686,Unk-23971686,06/03/2007,S,DYL,28000,.355000,29.950000,9910.050000,09/03/2007,Confirmed
23968055,Unk-23968055,06/03/2007,B,DYL,28000,.350000,29.950000,9829.950000,09/03/2007,Confirmed
23961758,Unk-23961758,05/03/2007,B,APG,60000,.165000,29.950000,9929.950000,08/03/2007,Confirmed
23958087,Unk-23958087,05/03/2007,B,INL,54000,.185000,29.950000,10019.950000,08/03/2007,Confirmed
23957590,Unk-23957590,05/03/2007,S,GGY,111000,.065901,29.950000,7285.050000,08/03/2007,Confirmed
23957542,Unk-23957542,05/03/2007,B,GGY,111000,.066000,29.950000,7355.950000,08/03/2007,Confirmed
23951477,Unk-23951477,05/03/2007,B,AGS,6400,1.555000,29.950000,9981.950000,08/03/2007,Confirmed
23946477,Unk-23946477,05/03/2007,S,WMT,55000,.195000,33.240000,10691.760000,08/03/2007,Confirmed
23945803,Unk-23945803,05/03/2007,S,APG,60000,.169296,31.480000,10126.290000,08/03/2007,Confirmed
23944556,Unk-23944556,05/03/2007,S,DYL,28000,.355000,29.950000,9910.050000,08/03/2007,Confirmed
23942523,Unk-23942523,05/03/2007,S,AGS,5800,1.610000,29.950000,9308.050000,08/03/2007,Confirmed
23941879,Unk-23941879,05/03/2007,B,DYL,28000,.355000,29.950000,9969.950000,08/03/2007,Confirmed
23925982,Unk-23925982,02/03/2007,B,AGS,5800,1.705000,29.950000,9918.950000,07/03/2007,Confirmed
23920182,Unk-23920182,02/03/2007,B,APG,60000,.160000,29.950000,9629.950000,07/03/2007,Confirmed
23919327,Unk-23919327,02/03/2007,S,MLS,135000,.072416,29.950000,9746.170000,07/03/2007,Confirmed
23913613,Unk-23913613,02/03/2007,B,MLS,135000,.072000,29.950000,9749.950000,07/03/2007,Confirmed
23912831,Unk-23912831,02/03/2007,B,WMT,55000,.175000,29.950000,9654.950000,07/03/2007,Confirmed
23907855,Unk-23907855,01/03/2007,S,BLR,46000,.207307,29.950000,9506.170000,06/03/2007,Confirmed
23906395,Unk-23906395,01/03/2007,S,GGY,140000,.068815,29.950000,9604.140000,06/03/2007,Confirmed
23906065,Unk-23906065,01/03/2007,S,MLS,135000,.072000,29.950000,9690.050000,06/03/2007,Confirmed
23905137,Unk-23905137,01/03/2007,S,ADI,12500,.770000,29.950000,9595.050000,06/03/2007,Confirmed
23902928,Unk-23902928,01/03/2007,S,WMT,50000,.180000,29.950000,8970.050000,06/03/2007,Confirmed
23899525,Unk-23899525,01/03/2007,S,AGS,5500,1.760000,29.950000,9650.050000,06/03/2007,Confirmed
23894021,Unk-23894021,01/03/2007,B,ADI,12500,.790000,29.950000,9904.950000,06/03/2007,Confirmed
23893469,Unk-23893469,01/03/2007,B,BLR,46000,.215000,29.950000,9919.950000,06/03/2007,Confirmed
23893243,Unk-23893243,01/03/2007,B,GGY,140000,.068000,29.950000,9549.950000,06/03/2007,Confirmed
23893027,Unk-23893027,01/03/2007,B,AGS,5500,1.795000,29.950000,9902.450000,06/03/2007,Confirmed
23886161,Unk-23886161,01/03/2007,B,WMT,50000,.180000,29.950000,9029.950000,06/03/2007,Confirmed
23883082,Unk-23883082,01/03/2007,B,MLS,135000,.074000,29.950000,10019.950000,06/03/2007,Confirmed
23880224,Unk-23880224,28/02/2007,S,GGY,140000,.067816,29.950000,9464.300000,05/03/2007,Confirmed
23880174,Unk-23880174,28/02/2007,B,GGY,140000,.069000,29.950000,9689.950000,05/03/2007,Confirmed
23875736,Unk-23875736,28/02/2007,S,ADI,12000,.780568,29.950000,9336.870000,05/03/2007,Confirmed
23870843,Unk-23870843,28/02/2007,S,AGS,6000,1.690000,31.430000,10108.570000,05/03/2007,Confirmed
23870663,Unk-23870663,28/02/2007,S,MLS,140000,.072000,31.250000,10048.750000,05/03/2007,Confirmed
23870376,Unk-23870376,28/02/2007,B,ADI,12000,.765000,29.950000,9209.950000,05/03/2007,Confirmed
23868635,Unk-23868635,28/02/2007,S,JMS,35000,.310000,33.640000,10816.360000,05/03/2007,Confirmed
23860309,Unk-23860309,28/02/2007,S,WMT,20233,.160000,29.950000,3207.330000,05/03/2007,Confirmed
23858674,Unk-23858674,28/02/2007,S,APG,80000,.125000,31.000000,9969.000000,05/03/2007,Confirmed
23855153,Unk-23855153,28/02/2007,B,MLS,140000,.071000,29.950000,9969.950000,05/03/2007,Confirmed
23855108,Unk-23855108,28/02/2007,B,AGS,6000,1.665000,29.950000,10019.950000,05/03/2007,Confirmed
23853432,Unk-23853432,28/02/2007,B,JMS,35000,.285000,29.950000,10004.950000,05/03/2007,Confirmed
23851698,Unk-23851698,28/02/2007,S,AGS,5900,1.685000,29.950000,9911.550000,05/03/2007,Confirmed
23851196,Unk-23851196,28/02/2007,S,DYL,27000,.375000,31.380000,10093.620000,05/03/2007,Confirmed
23849181,Unk-23849181,28/02/2007,B,WMT,20233,.120000,29.950000,2457.910000,05/03/2007,Confirmed
23845531,Unk-23845531,28/02/2007,B,DYL,27000,.365000,29.950000,9884.950000,05/03/2007,Confirmed
23844811,Unk-23844811,28/02/2007,B,APG,80000,.120000,29.950000,9629.950000,05/03/2007,Confirmed
23843753,Unk-23843753,28/02/2007,B,AGS,6000,1.600000,29.950000,9629.950000,05/03/2007,Confirmed
23742595,Unk-23742595,22/02/2007,S,AGS,5400,1.850000,29.950000,9960.050000,27/02/2007,Confirmed
23721955,Unk-23721955,21/02/2007,S,APG,86000,.115000,29.950000,9860.050000,26/02/2007,Confirmed
23715884,Unk-23715884,21/02/2007,S,DYL,23000,.430000,29.950000,9860.050000,26/02/2007,Confirmed
23702997,Unk-23702997,21/02/2007,B,DYL,23000,.425000,29.950000,9804.950000,26/02/2007,Confirmed
23699415,Unk-23699415,20/02/2007,S,GGY,135000,.073000,29.950000,9825.050000,23/02/2007,Confirmed
23694754,Unk-23694754,20/02/2007,B,GGY,135000,.072000,29.950000,9749.950000,23/02/2007,Confirmed
23691674,Unk-23691674,20/02/2007,S,GSEO,125000,.066100,29.950000,8232.550000,23/02/2007,Confirmed
23682616,Unk-23682616,20/02/2007,B,APG,86000,.115000,29.950000,9919.950000,23/02/2007,Confirmed
23672931,Unk-23672931,19/02/2007,B,GSEO,125000,.079840,29.950000,10009.950000,22/02/2007,Confirmed
23634695,Unk-23634695,16/02/2007,B,AGS,5700,1.720000,29.950000,9833.950000,21/02/2007,Confirmed
23489623,Unk-23489623,07/02/2007,S,INL,46500,.220000,31.710000,10198.290000,12/02/2007,Confirmed
23489579,Unk-23489579,07/02/2007,S,WMT,76000,.125000,29.950000,9470.050000,12/02/2007,Confirmed
23488964,Unk-23488964,07/02/2007,S,BLR,48000,.200000,29.950000,9570.050000,12/02/2007,Confirmed
23478651,Unk-23478651,07/02/2007,B,BLR,48000,.205000,29.950000,9869.950000,12/02/2007,Confirmed
23475349,Unk-23475349,07/02/2007,B,WMT,76000,.130000,29.950000,9909.950000,12/02/2007,Confirmed
23475034,Unk-23475034,07/02/2007,S,BLR,50000,.195000,29.950000,9720.050000,12/02/2007,Confirmed
23473217,Unk-23473217,07/02/2007,B,INL,46500,.215000,29.950000,10027.450000,12/02/2007,Confirmed
23472331,Unk-23472331,07/02/2007,B,BLR,50000,.195000,29.950000,9779.950000,12/02/2007,Confirmed
23450383,Unk-23450383,06/02/2007,S,WMT,79000,.115000,29.950000,9055.050000,09/02/2007,Confirmed
23448630,Unk-23448630,06/02/2007,B,WMT,79000,.125000,29.950000,9904.950000,09/02/2007,Confirmed
23442553,Unk-23442553,05/02/2007,S,WMT,80000,.125000,31.000000,9969.000000,08/02/2007,Confirmed
23438592,Unk-23438592,05/02/2007,B,WMT,80000,.120000,29.950000,9629.950000,08/02/2007,Confirmed
23413913,Unk-23413913,02/02/2007,S,APG,132000,.089000,36.420000,11711.580000,07/02/2007,Confirmed
23394132,Unk-23394132,01/02/2007,S,AZZ,11000,.865000,29.950000,9485.050000,06/02/2007,Confirmed
23373825,Unk-23373825,31/01/2007,S,AGS,4700,2.040000,29.950000,9558.050000,05/02/2007,Confirmed
23373507,Unk-23373507,31/01/2007,S,DYL,20000,.490000,29.950000,9770.050000,05/02/2007,Confirmed
23368895,Unk-23368895,31/01/2007,B,URAO,9000,1.100000,29.950000,9929.950000,05/02/2007,Confirmed
23368125,Unk-23368125,31/01/2007,B,AZZ,11000,.885000,29.950000,9764.950000,05/02/2007,Confirmed
23364690,Unk-23364690,31/01/2007,B,AGS,4700,2.100000,29.950000,9899.950000,05/02/2007,Confirmed
23357585,Unk-23357585,31/01/2007,S,INL,40000,.215000,29.950000,8570.050000,05/02/2007,Confirmed
23352181,Unk-23352181,30/01/2007,S,MLS,120000,.081531,29.950000,9753.800000,02/02/2007,Confirmed
23350623,Unk-23350623,30/01/2007,S,ADI,11000,.870000,29.950000,9540.050000,02/02/2007,Confirmed
23328831,Unk-23328831,29/01/2007,B,DYL,20000,.490000,29.950000,9829.950000,01/02/2007,Confirmed
23327137,Unk-23327137,29/01/2007,S,WMT,115000,.089000,31.720000,10203.280000,01/02/2007,Confirmed
23322407,Unk-23322407,29/01/2007,B,ADI,11000,.860000,29.950000,9489.950000,01/02/2007,Confirmed
23301912,Unk-23301912,25/01/2007,S,GSEO,150000,.064000,29.950000,9570.050000,31/01/2007,Confirmed
23301194,Unk-23301194,25/01/2007,B,GSEO,150000,.066000,29.950000,9929.950000,31/01/2007,Confirmed
23297559,Unk-23297559,25/01/2007,S,GGY,115000,.080139,29.950000,9185.990000,31/01/2007,Confirmed
23296301,Unk-23296301,25/01/2007,B,WMT,115000,.086000,29.950000,9919.950000,31/01/2007,Confirmed
23291153,Unk-23291153,25/01/2007,S,WMT,115000,.089000,31.720000,10203.280000,31/01/2007,Confirmed
23287098,Unk-23287098,25/01/2007,B,WMT,115000,.086000,29.950000,9919.950000,31/01/2007,Confirmed
23286656,Unk-23286656,25/01/2007,B,MLS,120000,.081000,29.950000,9749.950000,31/01/2007,Confirmed
23285218,Unk-23285218,25/01/2007,B,GGY,115000,.086000,29.950000,9919.950000,31/01/2007,Confirmed
23280619,Unk-23280619,24/01/2007,S,GGY,39820,.092000,29.950000,3633.490000,30/01/2007,Confirmed
23280050,Unk-23280050,24/01/2007,B,GGY,39820,.087000,29.950000,3494.290000,30/01/2007,Confirmed
23277730,Unk-23277730,24/01/2007,S,AGM,14000,.695000,29.950000,9700.050000,30/01/2007,Confirmed
23265035,Unk-23265035,24/01/2007,B,INL,40000,.240000,29.950000,9629.950000,30/01/2007,Confirmed
23261373,Unk-23261373,24/01/2007,B,AGM,14000,.705000,29.950000,9899.950000,30/01/2007,Confirmed
23212800,Unk-23212800,19/01/2007,S,YML,35000,.210000,29.950000,7320.050000,24/01/2007,Confirmed
23212753,Unk-23212753,19/01/2007,S,NGMO,128000,.066000,29.950000,8418.050000,24/01/2007,Confirmed
23211454,Unk-23211454,19/01/2007,S,AGS,700,2.130000,29.950000,1461.050000,24/01/2007,Confirmed
23211179,Unk-23211179,19/01/2007,S,GSEO,90000,.076000,29.950000,6810.050000,24/01/2007,Confirmed
23210579,Unk-23210579,19/01/2007,S,URAO,8500,1.130000,29.950000,9575.050000,24/01/2007,Confirmed
23209917,Unk-23209917,19/01/2007,S,THXO,31000,.280000,29.950000,8650.050000,24/01/2007,Confirmed
23207051,Unk-23207051,19/01/2007,S,INL,40000,.236887,29.950000,9445.530000,24/01/2007,Confirmed
23200425,Unk-23200425,19/01/2007,B,NGMO,4000,.080000,.000000,320.000000,24/01/2007,Confirmed
23199554,Unk-23199554,19/01/2007,B,THXO,31000,.320000,29.950000,9949.950000,24/01/2007,Confirmed
23198221,Unk-23198221,19/01/2007,S,MLS,108000,.079000,29.950000,8502.050000,24/01/2007,Confirmed
23197516,Unk-23197516,19/01/2007,B,NGMO,124000,.080000,29.950000,9949.950000,24/01/2007,Confirmed
23192031,Unk-23192031,18/01/2007,B,INL,40000,.245000,29.950000,9829.950000,23/01/2007,Confirmed
23190998,Unk-23190998,18/01/2007,S,DYL,20000,.495000,29.950000,9870.050000,23/01/2007,Confirmed
23161973,Unk-23161973,17/01/2007,B,DYL,20000,.495000,29.950000,9929.950000,22/01/2007,Confirmed
23161449,Unk-23161449,17/01/2007,S,GDNO,20000,.465000,29.950000,9270.050000,22/01/2007,Confirmed
23154588,Unk-23154588,16/01/2007,S,ADI,9800,.990000,29.950000,9672.050000,19/01/2007,Confirmed
23150668,Unk-23150668,16/01/2007,B,URAO,8500,1.175541,29.950000,10022.050000,19/01/2007,Confirmed
23149463,Unk-23149463,16/01/2007,S,DYL,21500,.495000,32.990000,10609.510000,19/01/2007,Confirmed
23149082,Unk-23149082,16/01/2007,B,JMSO,57000,.173684,29.950000,9929.950000,19/01/2007,Confirmed
23148221,Unk-23148221,16/01/2007,B,GDNO,20000,.480500,29.950000,9639.950000,19/01/2007,Confirmed
23144577,Unk-23144577,16/01/2007,B,ADI,9800,1.005000,29.950000,9878.950000,19/01/2007,Confirmed
23143147,Unk-23143147,16/01/2007,S,MLS,127000,.080000,31.490000,10128.510000,19/01/2007,Confirmed
23126807,Unk-23126807,15/01/2007,S,SMM,3300,3.150000,32.220000,10362.780000,18/01/2007,Confirmed
23123043,Unk-23123043,15/01/2007,B,MLS,127000,.078000,29.950000,9935.950000,18/01/2007,Confirmed
23110689,Unk-23110689,12/01/2007,B,DYL,21500,.455000,29.950000,9812.450000,17/01/2007,Confirmed
23103013,Unk-23103013,12/01/2007,B,SMM,3300,3.010000,29.950000,9962.950000,17/01/2007,Confirmed
23098558,Unk-23098558,12/01/2007,B,YML,35000,.285000,29.950000,10004.950000,17/01/2007,Confirmed
23093892,Unk-23093892,11/01/2007,S,SMM,1640,2.930000,29.950000,4775.250000,16/01/2007,Confirmed
23093763,Unk-23093763,11/01/2007,S,INL,40000,.235000,29.950000,9370.050000,16/01/2007,Confirmed
23093734,Unk-23093734,11/01/2007,S,GGY,140000,.071000,29.950000,9910.050000,16/01/2007,Confirmed
23093571,Unk-23093571,11/01/2007,S,APG,130000,.074000,29.950000,9590.050000,16/01/2007,Confirmed
23092787,Unk-23092787,11/01/2007,S,CBH,15000,.675000,31.380000,10093.620000,16/01/2007,Confirmed
23092429,Unk-23092429,11/01/2007,S,MLS,137000,.069000,29.950000,9423.050000,16/01/2007,Confirmed
23087514,Unk-23087514,11/01/2007,B,SMM,1640,2.930000,29.950000,4835.150000,16/01/2007,Confirmed
23085121,Unk-23085121,11/01/2007,B,CBH,15000,.665000,29.950000,10004.950000,16/01/2007,Confirmed
23082780,Unk-23082780,11/01/2007,B,MLS,137000,.072000,29.950000,9893.950000,16/01/2007,Confirmed
23080448,Unk-23080448,11/01/2007,B,INL,40000,.245000,29.950000,9829.950000,16/01/2007,Confirmed
23048094,Unk-23048094,09/01/2007,S,INL,40000,.235000,29.950000,9370.050000,12/01/2007,Confirmed
23044103,Unk-23044103,09/01/2007,S,MLS,120000,.079000,29.950000,9450.050000,12/01/2007,Confirmed
23038902,Unk-23038902,09/01/2007,B,APG,130000,.072000,29.950000,9389.950000,12/01/2007,Confirmed
23038245,Unk-23038245,09/01/2007,B,INL,40000,.235000,29.950000,9429.950000,12/01/2007,Confirmed
23017994,Unk-23017994,08/01/2007,B,GGY,140000,.071000,29.950000,9969.950000,11/01/2007,Confirmed
23017867,Unk-23017867,08/01/2007,S,APG,137000,.073000,31.000000,9970.000000,11/01/2007,Confirmed
23010667,Unk-23010667,08/01/2007,B,APG,137000,.072000,29.950000,9893.950000,11/01/2007,Confirmed
22997381,Unk-22997381,05/01/2007,B,MLS,120000,.081000,29.950000,9749.950000,10/01/2007,Confirmed
22982312,Unk-22982312,04/01/2007,S,APG,133000,.079000,32.570000,10474.430000,09/01/2007,Confirmed
22981204,Unk-22981204,04/01/2007,S,SMM,3100,3.180000,29.950000,9828.050000,09/01/2007,Confirmed
22981163,Unk-22981163,04/01/2007,S,RMI,178000,.043000,29.950000,7624.050000,09/01/2007,Confirmed
22980961,Unk-22980961,04/01/2007,S,INL,37000,.250000,29.950000,9220.050000,09/01/2007,Confirmed
22964986,Unk-22964986,04/01/2007,S,CBH,14000,.695000,29.950000,9700.050000,09/01/2007,Confirmed
22961942,Unk-22961942,04/01/2007,B,URAO,8500,1.165000,29.950000,9932.450000,09/01/2007,Confirmed
22961745,Unk-22961745,04/01/2007,S,DYL,21500,.525000,34.990000,11252.510000,09/01/2007,Confirmed
22960386,Unk-22960386,04/01/2007,B,SMM,3100,3.170000,29.950000,9856.950000,09/01/2007,Confirmed
22957684,Unk-22957684,04/01/2007,B,CBH,14000,.700000,29.950000,9829.950000,09/01/2007,Confirmed
22928135,Unk-22928135,02/01/2007,B,DYL,21500,.460000,29.950000,9919.950000,05/01/2007,Confirmed
22924752,Unk-22924752,02/01/2007,B,INL,37000,.265000,29.950000,9834.950000,05/01/2007,Confirmed
22922429,Unk-22922429,02/01/2007,B,GSEO,90000,.110000,29.950000,9929.950000,05/01/2007,Confirmed
22921391,Unk-22921391,02/01/2007,B,APG,145000,.068000,29.950000,9889.950000,05/01/2007,Confirmed
22894899,Unk-22894899,28/12/2006,S,URAO,10000,.995000,29.950000,9920.050000,03/01/2007,Confirmed
22866386,Unk-22866386,22/12/2006,S,UMC,30000,.265667,29.950000,7940.050000,29/12/2006,Confirmed
22866381,Unk-22866381,22/12/2006,S,URAO,3000,.680000,29.950000,2010.050000,29/12/2006,Confirmed
22865958,Unk-22865958,22/12/2006,S,BKP,40000,.235000,29.950000,9370.050000,29/12/2006,Confirmed
22861267,Unk-22861267,22/12/2006,S,INL,38000,.255000,29.950000,9660.050000,29/12/2006,Confirmed
22858433,Unk-22858433,22/12/2006,S,MLS,110000,.076000,29.950000,8330.050000,29/12/2006,Confirmed
22855915,Unk-22855915,22/12/2006,B,BKP,40000,.240000,29.950000,9629.950000,29/12/2006,Confirmed
22853577,Unk-22853577,22/12/2006,B,INL,38000,.260000,29.950000,9909.950000,29/12/2006,Confirmed
22848824,Unk-22848824,21/12/2006,S,AOE,8000,1.220000,29.950000,9730.050000,28/12/2006,Confirmed
22847608,Unk-22847608,21/12/2006,S,EVE,48000,.195000,29.950000,9330.050000,28/12/2006,Confirmed
22844289,Unk-22844289,21/12/2006,S,JMS,28000,.340000,29.950000,9490.050000,28/12/2006,Confirmed
22843643,Unk-22843643,21/12/2006,B,JMS,28000,.350000,29.950000,9829.950000,28/12/2006,Confirmed
22838851,Unk-22838851,21/12/2006,B,AOE,8000,1.220000,29.950000,9789.950000,28/12/2006,Confirmed
22825542,Unk-22825542,20/12/2006,B,MLS,110000,.085000,29.950000,9379.950000,27/12/2006,Confirmed
22820372,Unk-22820372,20/12/2006,B,EVE,48000,.205000,29.950000,9869.950000,27/12/2006,Confirmed
22817359,Unk-22817359,20/12/2006,B,UMC,30000,.315000,29.950000,9479.950000,27/12/2006,Confirmed
22813734,Unk-22813734,19/12/2006,S,EPG,14000,.720000,31.250000,10048.750000,22/12/2006,Confirmed
22804985,Unk-22804985,19/12/2006,S,EVE,55000,.195000,33.240000,10691.760000,22/12/2006,Confirmed
22801115,Unk-22801115,19/12/2006,S,SMM,3700,2.770000,31.770000,10217.230000,22/12/2006,Confirmed
22798384,Unk-22798384,19/12/2006,S,MOX,8200,1.160000,29.950000,9482.050000,22/12/2006,Confirmed
22788258,Unk-22788258,18/12/2006,S,QAN,1800,5.290000,29.950000,9492.050000,21/12/2006,Confirmed
22787888,Unk-22787888,18/12/2006,B,URAO,12350,.800000,29.950000,9909.950000,21/12/2006,Confirmed
